TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tnon_mito	91419	68876	XRCC6BP1	KUB3|Q9Y6H3	XRCC6 binding protein 1	ENSG00000166896	246		MitoDomain	5		OrthologMitoHighConf	NoHomolog	0-25ambig	13.312	0.004	1	"yeast mito homolog++, mito protein domain+, coexpression"	chr12	58335444	58351052	1	2	2	1.98E+07	13	cerebellum		7.3													"Plasma membrane;Cytoplasm (APE, Supportive)"
Tmito	79877	68087	DCAKD	Q8WVC6	dephospho-CoA kinase domain containing	ENSG00000172992	231		SharedDomain	6	-0.33	HomologMitoHighConf	Ortholog	50-75ambig	13.3108	0.005	1	"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	chr17	43100705	43138477	14	21	175	4.11E+09	70	all 14	8.1	8.1	8.1	8	7.7	7.9	8.9	7.4	8	7.2	8.4	7	9.3	8.3	
Tmito	9551	57423	ATP5J2	ATP5JL|P56134	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2"	ENSG00000241468	94		NA	49		NoMitoHomolog	NoHomolog	50-75pure	13.2425	0.005	1	"literature, coexpression++, MS/MS++"	chr7	99055783	99063824	14	14	1107	1.75E+11	67	all 14	10.1	10.2	10.4	9.7	10.6	10	10.1	9.4	9.9	10.1	10.1	10.1	9.9	9.3	
Tpossible_mito	6566	20501	SLC16A1	HHF7|MCT|MCT1|P53985	"solute carrier family 16 (monocarboxylate transporter), member 1"	ENSG00000155380	500		SharedDomain	7	1.79	OrthologMitoLowConf	NoHomolog	0-25pure	13.2406	0.005	1	"yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS"	chr1	113454469	113498975	3	4	22	5.21E+07	10	"smallintestine, largeintestine, placenta"										7.4	6.3		7.4		"Plasma membrane (APE, Supportive)"
Tpossible_mito	81855	94280	SFXN3	BA108L7.2|SFX3|Q9BWM7	sideroflexin 3	ENSG00000107819	325		MitoDomain	0	-0.38	HomologMitoLowConf	NoHomolog	75-100pure	13.201	0.005	1	"mito protein domain+, MS/MS++"	chr10	102790995	102800998	13	25	963	6.12E+10	97	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	10	9.8	9.7	9.9	9.2	8.9		7.8	9.5	9	9.4	9.8	10	9.9	"Mitochondria (APE, Supportive)"
Tpossible_mito	83752	66887	LONP2	LONP|LONPL|Q86WA8	"lon peptidase 2, peroxisomal"	ENSG00000102910	852		SharedDomain	5	0.77	OrthologMitoLowConf	Homolog	25-50crude	13.1903	0.005	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression"	chr16	48278210	48387407	3	37	76	9.82E+08	48	"kidney, liver, adipose"					7	9			6.8						
Tmito	10157	30956	AASS	LKR/SDH|LKRSDH|LORSDH|Q9UDR5	aminoadipate-semialdehyde synthase	ENSG00000008311	926	3	SharedDomain	10		NoMitoHomolog	NoHomolog	75-100pure	13.1893	0.005	1	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	chr7	121713597	121784344	11	77	1056	1.04E+11	81	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis"	8.1	8.4	8.2	7.4	10.9	10.4			6.9		6.2	7.6	8.8	8.7	"Mitochondria (APE, Supportive)"
Tmito	56616	66593	DIABLO	DFNA64|SMAC|Q9NR28	"diablo, IAP-binding mitochondrial protein"	ENSG00000184047	239	1	MitoDomain	1		NoMitoHomolog	NoHomolog	50-75ambig	13.1755	0.005	1	"literature, APEX_IMS, targetP signal+, mito protein domain+, MS/MS"	chr12	122692208	122712081	13	14	363	1.80E+10	69	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8	8	8.4	7.7		7.6	7.3	7.5	8	7.8	8.2	7.8	8.7	10.2	"Mitochondria (APE, Supportive)"
Tmito	341947	75483	COX8C	COX8-3|Q7Z4L0	cytochrome c oxidase subunit VIIIC	ENSG00000187581	72	1	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75ambig	13.1755	0.005	1	"literature, targetP signal+, mito protein domain+, MS/MS"	chr14	93813536	93814700	1	3	5	6.13E+06	63	testis														6.8	
Tmito	5827	19301	PXMP2	PMP22|Q9NR77	"peroxisomal membrane protein 2, 22kDa"	ENSG00000176894	195	2	SharedDomain	4	0.64	OrthologMitoLowConf	NoHomolog	50-75crude	13.1014	0.005	1	"GFP, targetP signal, yeast mito homolog+, mito protein domain, induction"	chr12	133264191	133281577	13	14	113	5.60E+09	66	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"	5.8	6.8	6.4	6.9	9.3	9.5	7.4	7	8.4	7.1	6.9		6.9	7.5	
Tmito	64902	268782	AGXT2	AGT2|DAIBAT|Q9BYV1	alanine--glyoxylate aminotransferase 2	ENSG00000113492	514	4	SharedDomain	NA		OrthologMitoHighConf	NoHomolog	25-50pure	13.0867	0.005	1	"literature, yeast mito homolog++, mito protein domain, MS/MS+"	chr5	34998205	35048240	2	20	84	5.63E+09	47	"kidney, liver"					9.4	9.5									
Tpossible_mito	27165	216456	GLS2	GA|GLS|LGA|hLGA|Q9UI32	"glutaminase 2 (liver, mitochondrial)"	ENSG00000135423	602	3	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75pure	13.0829	0.005	1	"targetP signal, mito protein domain+, MS/MS++"	chr12	56864727	56882198	8	32	123	4.61E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, smallintestine, largeintestine"	8.8	8.2	8.5	8.2		9.5		7.1		7.2	7.4				
Tmito	79135	68316	APOO	FAM121B|Q9BUR5	apolipoprotein O	ENSG00000184831	198	4	MitoDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	13.0784	0.005	1	"literature, APEX_IMS, mito protein domain+, MS/MS++"	chrX	23851464	23926057	14	16	763	4.35E+10	96	all 14	9.8	9.6	9.8	9.4	9.8	9.1	9.5	9.3	9.3	9.1	9.5	9.4	9	9.2	"Mitochondria (APE, Uncertain)"
Tpossible_mito	84129	102632	ACAD11	ACAD-11|Q709F0	"acyl-CoA dehydrogenase family, member 11"	ENSG00000240303	780		MitoDomain	25	2.12	NoMitoHomolog	NoHomolog	75-100crude	13.0669	0.005	1	"mito protein domain+, induction, coexpression"	chr3	132276981	132378975	4	59	358	2.33E+10	83	"spinalcord, kidney, liver, adipose"				5	10.1	10			8.7						
Tpossible_mito	401207	77422	C5orf63	YDR286C|A6NC05	chromosome 5 open reading frame 63	ENSG00000164241	138	1	NA	38		NoMitoHomolog	NoHomolog	50-75ambig	13.0459	0.005	1	"targetP signal+, coexpression+, MS/MS"	chr5	126378249	126409184	9	6	23	1.66E+08	60	"cerebrum, cerebellum, spinalcord, liver, heart, skeletalmuscle, adipose, placenta, testis"	7.2	7.3		7.2		7.2	7	7.1	7.5				7.2	7.4	"Mitochondria (APE, Uncertain)"
Tmito	112817	67432	HOGA1	C10orf65|DHDPS2|DHDPSL|HP3|NPL2|Q86XE5	4-hydroxy-2-oxoglutarate aldolase 1	ENSG00000241935	327	2	SharedDomain	11		NoMitoHomolog	Homolog	50-75ambig	13.0192	0.005	1	"GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	chr10	99344101	99372555	6	21	117	1.55E+10	54	"kidney, liver, adipose, largeintestine, placenta, testis"					10	9.7			7.2		7.7		8	8.4	
Tmito	54902	72795	TTC19	2010204O13Rik|MC3DN2|Q6DKK2	tetratricopeptide repeat domain 19	ENSG00000011295	380	1	SharedDomain	2	1.39	NoMitoHomolog	NoHomolog	25-50pure	13.0076	0.005	1	"literature, APEX_IMS, targetP signal+, mito protein domain, induction, MS/MS+"	chr17	15902693	15932723	7	15	34	1.68E+08	32	"cerebrum, cerebellum, spinalcord, adipose, largeintestine, stomach, testis"	7.8	7.2		6.9					6.6		7.2	6.9		7.7	"Mitochondria (APE, Supportive)"
Tmito	51335	83485	NGRN	DSC92|Q9NPE2	"neugrin, neurite outgrowth associated"	ENSG00000182768	291	5	MitoDomain	6		OrthologMitoHighConf	NoHomolog		12.9259	0.005	1	"APEX_matrix, yeast mito homolog++, mito protein domain+, coexpression"	chr15	90808894	90815443																					
Tmito	285343	382117	TCAIM	C3orf23|TOAG-1|TOAG1|Q8N3R3	"T cell activation inhibitor, mitochondrial"	ENSG00000179152	496	3	MitoDomain	41		NoMitoHomolog	NoHomolog		12.9201	0.005	1	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression++"	chr3	44379610	44450940																					
Tmito	2653	68133	GCSH	GCE|NKH|P23434	glycine cleavage system protein H (aminomethyl carrier)	ENSG00000140905	173	2	MitoDomain	NA		HomologMitoHighConf	NoHomolog	0-25pure	12.8668	0.005	1	"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, MS/MS"	chr16	81115551	81129980	7	2	45	2.68E+09	18	"spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"				8.3		8.9			8.6	8.1	7.9		8.7	8.7	
Tmito	23408	68346	SIRT5	SIR2L5|Q9NXA8	sirtuin 5	ENSG00000124523	310	4	SharedDomain	10	0.81	NoMitoHomolog	Homolog	25-50ambig	12.8138	0.005	1	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	chr6	13574760	13615390	8	13	41	3.95E+08	42	"cerebrum, brainstem, spinalcord, liver, heart, adipose, largeintestine, stomach"	7.6		7.8	7.7		7.4	8		7.6		7.9	7.2			"Mitochondria (APE, Supportive)"
Tmito	84706	108682	GPT2	ALT2|Q8TD30	glutamic pyruvate transaminase (alanine aminotransferase) 2	ENSG00000166123	523	2	SharedDomain	1		NoMitoHomolog	Homolog	50-75pure	12.7592	0.005	1	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	chr16	46918307	46965201	8	33	255	6.79E+09	67	"cerebrum, brainstem, liver, skeletalmuscle, adipose, stomach, placenta, testis"	6.8		7.4			9.2		8.3	9.3			9	8.4	9.3	
Tmito	100188893	66119	TOMM6	OBTP|Q96B49	translocase of outer mitochondrial membrane 6 homolog (yeast)	ENSG00000124593	74		MitoDomain	20		NoMitoHomolog	NoHomolog	75-100ambig	12.7538	0.005	1	"GFP, mito protein domain+, coexpression, MS/MS+"	chr6	41755180	41757634	12	5	148	1.35E+09	93	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.5	7.6	7.7		7.5	8		8.1	8	8.3	7.6	8.6	7.8	
Tmito	26355	70186	FAM162A	C3orf28|E2IG5|HGTD-P|Q96A26	"family with sequence similarity 162, member A"	ENSG00000114023	154	3	NA	5	0.61	NoMitoHomolog	NoHomolog	50-75pure	12.731	0.005	1	"APEX_IMS, APEX_matrix, targetP signal, induction, coexpression, MS/MS++"	chr3	122103022	122128961	14	15	513	3.03E+10	59	all 14	9.4	9.1	9.4	9.2	8.8	9.2	9.1	8.5	8.9	9.1	9.8	9.2	9.7	9.4	"Mitochondria (APE, Supportive)"
Tmito	10058	74104	ABCB6	ABC|ABC14|DUH3|LAN|MCOPCB7|MTABC3|PRP|umat|Q9NP58	"ATP-binding cassette, sub-family B (MDR/TAP), member 6"	ENSG00000115657	842		SharedDomain	7	0.32	OrthologMitoLowConf	Homolog	25-50ambig	12.7169	0.005	1	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	chr2	220074487	220083712	7	21	135	8.93E+08	31	"cerebrum, brainstem, liver, largeintestine, stomach, placenta, testis"	6.7		7.8			7.7					7.5	6.8	8	8.8	
Tmito	28992	107227	MACROD1	LRP16|Q9BQ69	MACRO domain containing 1	ENSG00000133315	325	1	NonMitoDomain	10	0.49	NoMitoHomolog	NoHomolog	50-75pure	12.6904	0.005	1	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	chr11	63766029	63933585	13	20	282	8.90E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	9.1	8.9	9.3	8.8		8.6	9.3	8.4	8.8	7.9	8.2	8.5	8	8.3	
Tmito	7263	22117	TST	RDS|Q16762	thiosulfate sulfurtransferase (rhodanese)	ENSG00000128311	297		SharedDomain	9		NoMitoHomolog	Ortholog	50-75pure	12.6585	0.005	1	"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	chr22	37406899	37416224	14	26	777	7.01E+10	75	all 14	9.3	9.1	9.6	9.4	9.8	10.3	7.8	8.1	9.5	8.5	10.2	8.9	9.5	10	"Mitochondria (APE, Supportive)"
Tmito	4512	17708	COX1	COI|MTCO1|P00395	cytochrome c oxidase subunit I	ENSG00000198804	513		SharedDomain	NA		OrthologMitoHighConf	Ortholog	0-25pure	12.6275	0.005	1	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	chrM	5904	7445	14	7	492	2.14E+10	24	all 14	9.4	9.3	9.5	8.4	9	8.8	8.9	9.6	8.8	9.3	9.1	9.1	8.9	9	"Mitochondria (APE, Supportive)"
Tnon_mito	56181	76824	MTFR1L	FAM54B|MST116|MSTP116|Q9H019	mitochondrial fission regulator 1-like	ENSG00000117640	292		MitoDomain	11	0.73	NoMitoHomolog	NoHomolog	25-50ambig	12.5802	0.005	1	"mito protein domain+, induction, coexpression, MS/MS"	chr1	26146396	26159433	6	13	48	6.92E+08	49	"cerebrum, cerebellum, brainstem, spinalcord, placenta, testis"	7.6	8.2	8.6	6.8									7.3	7.9	"Mitochondria (APE, Uncertain)"
Tnon_mito	56948	654795	SDR39U1	C14orf124|HCDI|Q9NRG7	"short chain dehydrogenase/reductase family 39U, member 1"	ENSG00000100445	293	4	SharedDomain	26		NoMitoHomolog	NoHomolog	50-75pure	12.5742	0.006	1	"mito protein domain, coexpression, MS/MS++"	chr14	24908971	24912007	13	18	237	1.01E+10	69	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.2	8.7	9.1	9.3		8.9	7.9	8.9	8.6	8.7	8.4	8.8	9.3	"Nucleus but not nucleoli;Cytoplasm (APE, Uncertain)"
Tmito	29958	74129	DMGDH	DMGDHD|ME2GLYDH|Q9UI17	dimethylglycine dehydrogenase	ENSG00000132837	866	2	SharedDomain	2		HomologMitoLowConf	NoHomolog	75-100pure	12.558	0.007	1	"literature, targetP signal, mito protein domain, MS/MS++"	chr5	78293386	78365497	6	72	725	9.62E+10	91	"spinalcord, kidney, liver, smallintestine, stomach, placenta"				6.8	10.5	10.8				7.4		7.4	7.4		
Tmito	9016	20523	SLC25A14	BMCP1|UCP5|O95258	"solute carrier family 25 (mitochondrial carrier, brain), member 14"	ENSG00000102078	353		MitoDomain	1		OrthologMitoLowConf	NoHomolog	50-75ambig	12.5484	0.007	1	"literature, yeast mito homolog+, mito protein domain+, MS/MS"	chrX	129473861	129507335	5	13	29	2.79E+08	56	"cerebrum, cerebellum, brainstem, placenta, testis"	8	7.9	7.7										6.8	7.7	
Tpossible_mito	10650	225655	SLMO1	C18orf43|HFL-EDDG1|PRELID3A|Q96N28	slowmo homolog 1 (Drosophila)	ENSG00000141391	172		MitoDomain	1		OrthologMitoLowConf	NoHomolog	50-75ambig	12.5484	0.007	1	"yeast mito homolog+, mito protein domain+, MS/MS"	chr18	12407894	12432236	3	8	37	4.54E+08	56	"cerebrum, cerebellum, spinalcord"	8.5	8		7.7											
Tpossible_mito	10478	20524	SLC25A17	PMP34|O43808	"solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17"	ENSG00000100372	307		MitoDomain	13		OrthologMitoHighConf	NoHomolog		12.392	0.007	1	"yeast mito homolog++, mito protein domain+, coexpression"	chr22	41165633	41215403																					"Vesicles (APE, Uncertain)"
Tmito	84269	66170	CHCHD5	C2orf9|MIC14|Q9BSY4	coiled-coil-helix-coiled-coil-helix domain containing 5	ENSG00000125611	110		SharedDomain	5		OrthologMitoHighConf	NoHomolog	50-75ambig	12.309	0.007	1	"APEX_IMS, yeast mito homolog++, mito protein domain, coexpression, MS/MS"	chr2	113342035	113346617	3	6	31	5.40E+08	62	"adipose, placenta, testis"									7.7				8.4	8.4	"Mitochondria (APE, Supportive)"
Tmito	9868	28185	TOMM70A	O94826	translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	ENSG00000154174	608		SharedDomain	11	0.68	OrthologMitoLowConf	NoHomolog	75-100crude	12.3028	0.007	1	"literature, yeast mito homolog+, mito protein domain, induction, coexpression"	chr3	100082302	100120242	12	54	1539	4.19E+10	84	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	10	9.7	9.9	9.7	8.7	8.8		8.3	9.1		9.4	8.8	9.3	9.6	"Mitochondria (APE, Supportive)"
Tmito	4817	27045	NIT1	Q86X76	nitrilase 1	ENSG00000158793	327	3	SharedDomain	12		NoMitoHomolog	NoHomolog	50-75pure	12.2585	0.007	1	"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS++"	chr1	161087861	161095235	12	15	111	2.82E+09	68	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.6	7.4	7.5	8	8.5	8.9			8.6	8.4	8.4	7.9	8.6	8.2	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	81889	68636	FAHD1	C16orf36|YISKL|Q6P587	fumarylacetoacetate hydrolase domain containing 1	ENSG00000180185	248	5	SharedDomain	9		HomologMitoLowConf	NoHomolog	75-100pure	12.2255	0.007	1	"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++"	chr16	1877224	1890203	14	20	450	1.92E+10	90	all 14	9.2	9.1	9.2	8.9	9.8	9.4	8.8	8	8	9.4	9	8.4	8.4	8.4	"Nucleus;Mitochondria (APE, Supportive)"
Tmito	90550	215999	MCU	C10orf42|CCDC109A|Q8NE86	mitochondrial calcium uniporter	ENSG00000156026	351	4	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75pure	12.1476	0.007	1	"literature, GFP, mito protein domain+, MS/MS++"	chr10	74451888	74647452	11	26	593	1.66E+10	55	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	9.1	8.9	8.6	8.9		7.6		7.5	8.4	9.8	9.6	8.7	9.3		"Mitochondria (APE, Supportive)"
Tmito	1593	104086	CYP27A1	CP27|CTX|CYP27|Q02318	"cytochrome P450, family 27, subfamily A, polypeptide 1"	ENSG00000135929	531	1	SharedDomain	2		NoMitoHomolog	NoHomolog	50-75pure	12.0912	0.007	1	"literature, targetP signal+, mito protein domain, MS/MS++"	chr2	219646471	219680016	7	36	221	1.39E+10	74	"kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis"					8.7	10		8.3	8.8	9.1			8.9	8.3	
Tmito	4536	17717	ND2	MTND2|P03891	MTND2	ENSG00000198763	347		MitoDomain	NA		NoMitoHomolog	Ortholog	25-50pure	12.0861	0.007	1	"literature, Rickettsial homolog, mito protein domain+, MS/MS+"	chrM	4470	5511	13	9	477	8.53E+09	50	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.9	8.8	9	8		8.5	8	9.4	8.6	8.7	8.9	8.9	8.2	7.9	
Tmito	4538	17719	ND4	MTND4|P03905	"NADH dehydrogenase, subunit 4 (complex I)"	ENSG00000198886	459		MitoDomain	NA		NoMitoHomolog	Ortholog	25-50pure	12.0861	0.007	1	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	chrM	10760	12137	14	16	1664	7.50E+10	37	all 14	9.9	9.9	10	9.2	10	9.5	9.3	10.1	9.3	9.6	9.6	9.8	9.4	9.3	"Nucleus (APE, Uncertain)"
Tmito	4540	17721	ND5	MTND5|P03915	"NADH dehydrogenase, subunit 5 (complex I)"	ENSG00000198786	603		MitoDomain	NA		NoMitoHomolog	Ortholog	25-50pure	12.0861	0.007	1	"literature, APEX_IMS, APEX_matrix, Rickettsial homolog, mito protein domain+, MS/MS+"	chrM	12337	14148	14	15	1103	5.15E+10	33	all 14	9.6	9.8	10	9	9.8	9.1	9.4	9.9	9.2	9.5	9.3	9.6	9.2	9	
Tpossible_mito	4190	17449	MDH1	HEL-S-32|MDH-s|MDHA|MGC:1375|MOR2|P40925	"malate dehydrogenase 1, NAD (soluble)"	ENSG00000014641	352		SharedDomain	33	1.66	NoMitoHomolog	Homolog	50-75crude	12.0828	0.007	1	"Rickettsial homolog, mito protein domain, induction, coexpression+"	chr2	63815742	63834330	12	22	211	9.15E+09	61	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.9	8.6	9.7	9.1	8.6	7.9			8.4	9	7.4	7.6	7.4	8.5	"Centrosome (APE, Supportive)"
Tpossible_mito	9812	66839	KIAA0141	DELE|Q14154	KIAA0141	ENSG00000081791	515	1	SharedDomain	26	1.74	NoMitoHomolog	NoHomolog		12.0574	0.007	1	"targetP signal+, mito protein domain, induction, coexpression"	chr5	141303384	141321612																					
Tmito	79675	320720	FASTKD1	Q53R41	FAST kinase domains 1	ENSG00000138399	847	5	NA	42	2.7	NoMitoHomolog	NoHomolog	0-25ambig	12.021	0.007	1	"APEX_matrix, induction, coexpression++"	chr2	170386261	170430431	2	4	4	1.23E+07	4	"liver, largeintestine"						6.2					7				"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	10240	57312	MRPS31	IMOGN38|MRP-S31|S31mt|Q92665	mitochondrial ribosomal protein S31	ENSG00000102738	395	2	NA	18	0.96	NoMitoHomolog	NoHomolog	50-75ambig	11.9827	0.007	1	"literature, APEX_matrix, targetP signal, induction, coexpression, MS/MS"	chr13	41303431	41345347	14	19	106	1.99E+09	55	all 14	7.8	7.1	7.2	8.1	8.4	8	7.8	7.6	8.2	7.5	8.8	8.3	8.3	7.9	"Mitochondria (APE, Supportive)"
Tmito	10840	107747	ALDH1L1	10-FTHFDH|10-fTHF|FDH|FTHFD|O75891	"aldehyde dehydrogenase 1 family, member L1"	ENSG00000144908	912		SharedDomain	7	0.71	HomologMitoLowConf	Homolog	50-75ambig	11.9576	0.007	1	"APEX_matrix, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	chr3	125822403	125900029	7	41	91	8.83E+08	54	"cerebrum, liver, smallintestine, largeintestine, stomach, placenta, testis"	6.4					8.6				7.7	7.3	8.4	8.1	7.2	
Tpossible_mito	26024	71799	PTCD1	O75127	pentatricopeptide repeat domain 1	ENSG00000106246	700	1	MitoDomain	5		NoMitoHomolog	NoHomolog	0-25ambig	11.8591	0.007	1	"targetP signal+, mito protein domain+, coexpression"	chr7	99014361	99036462	3	5	7	3.95E+07	7	"cerebellum, largeintestine, placenta"		6.9									7.2		7.2		
Tmito	3032	231086	HADHB	ECHB|MTPB|TP-BETA|P55084	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"	ENSG00000138029	474	3	SharedDomain	NA		NoMitoHomolog	Homolog	75-100pure	11.8128	0.007	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, MS/MS++"	chr2	26467615	26513333	14	38	3560	1.91E+11	76	all 14	9.2	8.6	9.2	9.5	9.9	10.2	10.7	9.9	10.3	10.5	10.1	10.2	10.1	10	
Tmito	54802	66966	TRIT1	IPT|MOD5|Q9H3H1	tRNA isopentenyltransferase 1	ENSG00000043514	467	3	SharedDomain	6		HomologMitoHighConf	Ortholog	0-25ambig	11.7935	0.007	1	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	chr1	40306705	40349177	1	3	3	6.95E+07	9	cerebellum		7.8													"Nucleus (APE, Uncertain)"
Tmito	54675	66586	CRLS1	C20orf155|CLS|CLS1|GCD10|dJ967N21.6|Q9UJA2	cardiolipin synthase 1	ENSG00000088766	301	2	SharedDomain	20		HomologMitoHighConf	Homolog		11.7412	0.007	1	"literature, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	chr20	5986738	6020697																					
Tpossible_mito	132158	235582	GLYCTK	HBEBP2|HBEBP4|HBeAgBP4A|Q8IVS8	glycerate kinase	ENSG00000168237	523	1	NA	12		NoMitoHomolog	NoHomolog	25-50pure	11.7394	0.007	1	"targetP signal+, coexpression, MS/MS+"	chr3	52321835	52329272	3	13	32	2.48E+09	36	"kidney, liver, placenta"					9.3	8.6							7.5		
Tmito	81034	69906	SLC25A32	MFT|MFTC|Q9H2D1	"solute carrier family 25 (mitochondrial folate carrier), member 32"	ENSG00000164933	315	3	MitoDomain	3		OrthologMitoLowConf	NoHomolog	0-25ambig	11.7161	0.007	1	"literature, targetP signal, yeast mito homolog+, mito protein domain+"	chr8	104410865	104427563	2	4	5	4.05E+07	19	"adipose, placenta"									7.2				7.4		
Tmito	57505	224805	AARS2	AARSL|COXPD8|MT-ALARS|MTALARS|Q5JTZ9	"alanyl-tRNA synthetase 2, mitochondrial"	ENSG00000124608	985	1	SharedDomain	3		HomologMitoLowConf	Homolog	25-50ambig	11.6455	0.007	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, MS/MS"	chr6	44266462	44281063	13	35	192	1.40E+09	44	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8.2	8	6.7	8.1	7.5		7.7	7.6	6.6	8.6	7.7	7.3	8.4	"Mitochondria (APE, Supportive)"
Tmito	9941	208194	EXOG	ENDOGL1|ENDOGL2|ENGL|ENGL-a|ENGL-b|ENGLA|ENGLB|Q9Y2C4	"endo/exonuclease (5'-3'), endonuclease G-like"	ENSG00000157036	368	2	SharedDomain	4		HomologMitoLowConf	NoHomolog	50-75pure	11.6272	0.007	1	"APEX_IMS, targetP signal, mito protein domain, MS/MS++"	chr3	38537762	38567796	7	23	113	1.66E+09	63	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta"	8.7	8.4	8.4	8.7					7.4		7.5		8.1		
